text,split_sentences
I was down voted to buggery the last time I said this however when that gets to around 00a3100-150 it s going to be hard for me not to pick it up I think at that price with some guitar pedals you could get some pretty interesting sounds and could find a place for it somewhere That being said it s a POC for the prices it s currently being sold for,"[('I', 0), ('was', 0), ('down', 0), ('voted', 0), ('to', 0), ('buggery', 0), ('the', 0), ('last', 0), ('time', 0), ('I', 0), ('said', 0), ('this', 0), ('however', 0), ('when', 0), ('that', 0), ('gets', 0), ('to', 0), ('around', 0), ('00a3100-150', 0), ('it', 0), ('s', 0), ('going', 0), ('to', 0), ('be', 0), ('hard', 0), ('for', 0), ('me', 0), ('not', 0), ('to', 0), ('pick', 0), ('it', 0), ('up', 0), ('I', 0), ('think', 0), ('at', 0), ('that', 0), ('price', 0), ('with', 0), ('some', 0), ('guitar', 0), ('pedals', 0), ('you', 0), ('could', 0), ('get', 0), ('some', 0), ('pretty', 0), ('interesting', 0), ('sounds', 0), ('and', 0), ('could', 0), ('find', 0), ('a', 0), ('place', 0), ('for', 0), ('it', 0), ('somewhere', 0), ('That', 0), ('being', 0), ('said', 0), ('it', 0), ('s', 0), ('a', 0), ('POC', 0), ('for', 0), ('the', 0), ('prices', 0), ('it', 0), ('s', 0), ('currently', 0), ('being', 0), ('sold', 0), ('for', 0)]"
I d get a Timbre Wolf purely so I could mod it,"[('I', 0), ('d', 0), ('get', 0), ('a', 0), ('Timbre', 0), ('Wolf', 0), ('purely', 0), ('so', 0), ('I', 0), ('could', 0), ('mod', 0), ('it', 0)]"
I hate going to guitar center I asked about thunderbolt interfaces they had and the dude explains what a mixer does I was so mad I haven t been back in 3 years,"[('I', 0), ('hate', 0), ('going', 0), ('to', 0), ('guitar', 0), ('center', 0), ('I', 0), ('asked', 0), ('about', 0), ('thunderbolt', 0), ('interfaces', 0), ('they', 0), ('had', 0), ('and', 0), ('the', 0), ('dude', 0), ('explains', 0), ('what', 0), ('a', 0), ('mixer', 0), ('does', 0), ('I', 0), ('was', 0), ('so', 0), ('mad', 0), ('I', 0), ('haven', 0), ('t', 0), ('been', 0), ('back', 0), ('in', 0), ('3', 0), ('years', 0)]"
The Timbre Wolf is a synth I hate so much that I want No attack No LFO My desire for one is just a glitch in my psychology that I thankfully ignore,"[('The', 0), ('Timbre', 0), ('Wolf', 0), ('is', 0), ('a', 0), ('synth', 0), ('I', 0), ('hate', 0), ('so', 0), ('much', 0), ('that', 0), ('I', 0), ('want', 0), ('No', 0), ('attack', 0), ('No', 0), ('LFO', 0), ('My', 0), ('desire', 0), ('for', 0), ('one', 0), ('is', 0), ('just', 0), ('a', 0), ('glitch', 0), ('in', 0), ('my', 0), ('psychology', 0), ('that', 0), ('I', 0), ('thankfully', 0), ('ignore', 0)]"
Really I liked the Timbre Wolf when I played with it Not 300 liked but I d probably buy one for a cheap price Maybe I should have spent more time playing with it because I only really used it for 10 minutes before switching to far superior gear Also I should really check out my local GC now that they remodeled last time the only synth they had available to use was an ultranova so I imagined all GC s were the same shitty stock,"[('Really', 0), ('I', 0), ('liked', 0), ('the', 0), ('Timbre', 0), ('Wolf', 0), ('when', 0), ('I', 0), ('played', 0), ('with', 0), ('it', 0), ('Not', 0), ('300', 0), ('liked', 0), ('but', 0), ('I', 0), ('d', 0), ('probably', 0), ('buy', 0), ('one', 0), ('for', 0), ('a', 0), ('cheap', 0), ('price', 0), ('Maybe', 0), ('I', 0), ('should', 0), ('have', 0), ('spent', 0), ('more', 0), ('time', 0), ('playing', 0), ('with', 0), ('it', 0), ('because', 0), ('I', 0), ('only', 0), ('really', 0), ('used', 0), ('it', 0), ('for', 0), ('10', 0), ('minutes', 0), ('before', 0), ('switching', 0), ('to', 0), ('far', 0), ('superior', 0), ('gear', 0), ('Also', 0), ('I', 0), ('should', 0), ('really', 0), ('check', 0), ('out', 0), ('my', 0), ('local', 0), ('GC', 0), ('now', 0), ('that', 0), ('they', 0), ('remodeled', 0), ('last', 0), ('time', 0), ('the', 0), ('only', 0), ('synth', 0), ('they', 0), ('had', 0), ('available', 0), ('to', 0), ('use', 0), ('was', 0), ('an', 0), ('ultranova', 0), ('so', 0), ('I', 0), ('imagined', 0), ('all', 0), ('GC', 0), ('s', 0), ('were', 0), ('the', 0), ('same', 0), ('shitty', 0), ('stock', 0)]"
TOMT SONG Breathy female vocalist repeats la la laaa over a guitar riff that slowly increases in timbre,"[('TOMT', 0), ('SONG', 0), ('Breathy', 0), ('female', 0), ('vocalist', 0), ('repeats', 0), ('la', 0), ('la', 0), ('laaa', 0), ('over', 0), ('a', 0), ('guitar', 1), ('riff', 0), ('that', 0), ('slowly', 0), ('increases', 0), ('in', 0), ('timbre', 0)]"
are drops REALLY just a sub kick snare and pieced-together midrange basses,"[('are', 0), ('drops', 0), ('REALLY', 0), ('just', 0), ('a', 0), ('sub', 0), ('kick', 1), ('snare', 1), ('and', 0), ('pieced-together', 0), ('midrange', 0), ('basses', 1)]"
I feel like drops are more about controlling dynamics The use of silence and controlling the dynamics for the low mid and high spectrums tend to make drops more impactful in my mind You can have a super dope melody progression but if it s the same volume or transients the entire song it s going to sound flat and boring,"[('I', 0), ('feel', 0), ('like', 0), ('drops', 0), ('are', 0), ('more', 0), ('about', 0), ('controlling', 0), ('dynamics', 0), ('The', 0), ('use', 0), ('of', 0), ('silence', 0), ('and', 0), ('controlling', 0), ('the', 0), ('dynamics', 0), ('for', 0), ('the', 0), ('low', 0), ('mid', 0), ('and', 0), ('high', 0), ('spectrums', 0), ('tend', 0), ('to', 0), ('make', 0), ('drops', 0), ('more', 0), ('impactful', 0), ('in', 0), ('my', 0), ('mind', 0), ('You', 0), ('can', 0), ('have', 0), ('a', 0), ('super', 0), ('dope', 0), ('melody', 0), ('progression', 0), ('but', 0), ('if', 0), ('it', 0), ('s', 0), ('the', 0), ('same', 0), ('volume', 0), ('or', 0), ('transients', 0), ('the', 0), ('entire', 0), ('song', 0), ('it', 0), ('s', 0), ('going', 0), ('to', 0), ('sound', 0), ('flat', 2), ('and', 0), ('boring', 0)]"
Dubstep drops like the ones Au5 and Virtual Riot create are far more heavily focused on rhythm and sound design than traditional music theory They are absolutely writing in a different way than you re used to It s the groove that s most important Dubstep producers almost always start with a drum pattern and a bass line Anything else is just icing on the cake Clean sounding drops are all about clear separation between frequencies and phrases and forget dynamics Modern dubstep covets loudness above all else That said it s still possible to have heavy dubstep drops that are based on progressions as you re used to writing them Just listen to some of Kai Wachi or Sullivan King s stuff,"[('Dubstep', 0), ('drops', 0), ('like', 0), ('the', 0), ('ones', 0), ('Au5', 0), ('and', 0), ('Virtual', 0), ('Riot', 0), ('create', 0), ('are', 0), ('far', 0), ('more', 0), ('heavily', 0), ('focused', 0), ('on', 0), ('rhythm', 0), ('and', 0), ('sound', 0), ('design', 0), ('than', 0), ('traditional', 0), ('music', 0), ('theory', 0), ('They', 0), ('are', 0), ('absolutely', 0), ('writing', 0), ('in', 0), ('a', 0), ('different', 0), ('way', 0), ('than', 0), ('you', 0), ('re', 0), ('used', 0), ('to', 0), ('It', 0), ('s', 0), ('the', 0), ('groove', 0), ('that', 0), ('s', 0), ('most', 0), ('important', 0), ('Dubstep', 0), ('producers', 0), ('almost', 0), ('always', 0), ('start', 0), ('with', 0), ('a', 0), ('drum', 0), ('pattern', 0), ('and', 0), ('a', 0), ('bass', 0), ('line', 0), ('Anything', 0), ('else', 0), ('is', 0), ('just', 0), ('icing', 0), ('on', 0), ('the', 0), ('cake', 0), ('Clean', 0), ('sounding', 0), ('drops', 0), ('are', 0), ('all', 0), ('about', 0), ('clear', 0), ('separation', 0), ('between', 0), ('frequencies', 0), ('and', 0), ('phrases', 0), ('and', 0), ('forget', 0), ('dynamics', 0), ('Modern', 0), ('dubstep', 0), ('covets', 0), ('loudness', 0), ('above', 0), ('all', 0), ('else', 0), ('That', 0), ('said', 0), ('it', 0), ('s', 0), ('still', 0), ('possible', 0), ('to', 0), ('have', 0), ('heavy', 2), ('dubstep', 0), ('drops', 0), ('that', 0), ('are', 0), ('based', 0), ('on', 0), ('progressions', 0), ('as', 0), ('you', 0), ('re', 0), ('used', 0), ('to', 0), ('writing', 0), ('them', 0), ('Just', 0), ('listen', 0), ('to', 0), ('some', 0), ('of', 0), ('Kai', 0), ('Wachi', 0), ('or', 0), ('Sullivan', 0), ('King', 0), ('s', 0), ('stuff', 0)]"
It depends on the genre Depending on the genre giving the mid-range basses the main stage and the production techniques around that are the main staples of the genre In Riddim and Brostep there are barely any chords in the drop In FutureBass fat chord stacks are the main element of the drop But there is also Melodic Dubstep like Teminite or Chime Also generally just keep at it I like the X and Y of genre A but I m kinda missing the beautiful whatever it is from genre B is usually a great starting place for building your own niche maybe found a new genre To add some more directly applicable notes In the cases of Au5 and Virtual Riot they vary in their tracks but I watched both of them sneak chords in kinda through the backdoor Virtual Riot almost always has an Arp in the background that supports the drop with a chord progression Often even very beautiful ones almost jazzy with some 7s 9s 11s But it is usually extremely plucky in the background and sidechained to the main basses In the background meaning almost not noticeable They really play just a supportive role you feel them more than you hear them Au5 tends to use more pad-like sounds for his chord progressions but also arps similarly But again very in the background ducking away from the main basses and drums whenever possible They are heavily automated or sidechained - in and out at very carefully chosen places you only really hear them when there is no other element that they would distract from Another technique that totally can work Teminite does it all the time and the more Melodic Dubstep Virtual Riot tracks too is putting them in the same spot as the basses but only very briefly When you look at most Dubstep-related genres the drop is cleverly rotating 3 - 5 main elements over the underlying drum pattern They take turns in very quick succession it s rare that any single sound occupies the main stage even for a whole bar You can totally do that with chords too where you write a basic chord progression like you always would over the drum pattern And then instead of letting the chords play out and fill the sonic spectrum all the time like you would in most traditional music you cut out the interesting parts of the chord progression i e the important chord changes and you make as much room between them as possible but you leave the chord changes in there and build all the other bass sounds around the main progression Depending on the style and feeling you want to achieve the notes of the chord are again often not played out all at the same time but rather outlined by an arp or a very fast lead Apropos lead the last tip I want to give is EDM is all about production The sounds in EDM are usually heavily layered But you can pull of chords even while a mid-range bass sound is playing You just have to be very aware of where you place notes sonically Taking a modern EDM drop and throwing a huge Pad on there that plays supporting chords usually won t work The pad sonically fights with the main elements Instead You will have to spread the notes of your chord over the whole instrumentation similar to if you re writing for multiple instruments in an orchestra d So you can let the sub play one note put one note in the lower bass register Another one or two in the mid-rangey bass and one or two notes in the very high layers of a sound One of those being the lead like sound that is often layered in This voice usually lends itself very well to the spiciest note in the chord,"[('It', 0), ('depends', 0), ('on', 0), ('the', 0), ('genre', 0), ('Depending', 0), ('on', 0), ('the', 0), ('genre', 0), ('giving', 0), ('the', 0), ('mid-range', 0), ('basses', 1), ('the', 0), ('main', 0), ('stage', 0), ('and', 0), ('the', 0), ('production', 0), ('techniques', 0), ('around', 0), ('that', 0), ('are', 0), ('the', 0), ('main', 0), ('staples', 0), ('of', 0), ('the', 0), ('genre', 0), ('In', 0), ('Riddim', 0), ('and', 0), ('Brostep', 0), ('there', 0), ('are', 0), ('barely', 0), ('any', 0), ('chords', 0), ('in', 0), ('the', 0), ('drop', 0), ('In', 0), ('FutureBass', 0), ('fat', 0), ('chord', 0), ('stacks', 0), ('are', 0), ('the', 0), ('main', 0), ('element', 0), ('of', 0), ('the', 0), ('drop', 0), ('But', 0), ('there', 0), ('is', 0), ('also', 0), ('Melodic', 0), ('Dubstep', 0), ('like', 0), ('Teminite', 0), ('or', 0), ('Chime', 0), ('Also', 0), ('generally', 0), ('just', 0), ('keep', 0), ('at', 0), ('it', 0), ('I', 0), ('like', 0), ('the', 0), ('X', 0), ('and', 0), ('Y', 0), ('of', 0), ('genre', 0), ('A', 0), ('but', 0), ('I', 0), ('m', 0), ('kinda', 0), ('missing', 0), ('the', 0), ('beautiful', 0), ('whatever', 0), ('it', 0), ('is', 0), ('from', 0), ('genre', 0), ('B', 0), ('is', 0), ('usually', 0), ('a', 0), ('great', 0), ('starting', 0), ('place', 0), ('for', 0), ('building', 0), ('your', 0), ('own', 0), ('niche', 0), ('maybe', 0), ('found', 0), ('a', 0), ('new', 0), ('genre', 0), ('To', 0), ('add', 0), ('some', 0), ('more', 0), ('directly', 0), ('applicable', 0), ('notes', 0), ('In', 0), ('the', 0), ('cases', 0), ('of', 0), ('Au5', 0), ('and', 0), ('Virtual', 0), ('Riot', 0), ('they', 0), ('vary', 0), ('in', 0), ('their', 0), ('tracks', 0), ('but', 0), ('I', 0), ('watched', 0), ('both', 0), ('of', 0), ('them', 0), ('sneak', 0), ('chords', 0), ('in', 0), ('kinda', 0), ('through', 0), ('the', 0), ('backdoor', 0), ('Virtual', 0), ('Riot', 0), ('almost', 0), ('always', 0), ('has', 0), ('an', 0), ('Arp', 0), ('in', 0), ('the', 0), ('background', 0), ('that', 0), ('supports', 0), ('the', 0), ('drop', 0), ('with', 0), ('a', 0), ('chord', 0), ('progression', 0), ('Often', 0), ('even', 0), ('very', 0), ('beautiful', 0), ('ones', 0), ('almost', 0), ('jazzy', 0), ('with', 0), ('some', 0), ('7s', 0), ('9s', 0), ('11s', 0), ('But', 0), ('it', 0), ('is', 0), ('usually', 0), ('extremely', 0), ('plucky', 0), ('in', 0), ('the', 0), ('background', 0), ('and', 0), ('sidechained', 0), ('to', 0), ('the', 0), ('main', 0), ('basses', 1), ('In', 0), ('the', 0), ('background', 0), ('meaning', 0), ('almost', 0), ('not', 0), ('noticeable', 0), ('They', 0), ('really', 0), ('play', 0), ('just', 0), ('a', 0), ('supportive', 0), ('role', 0), ('you', 0), ('feel', 0), ('them', 0), ('more', 0), ('than', 0), ('you', 0), ('hear', 0), ('them', 0), ('Au5', 0), ('tends', 0), ('to', 0), ('use', 0), ('more', 0), ('pad-like', 0), ('sounds', 0), ('for', 0), ('his', 0), ('chord', 0), ('progressions', 0), ('but', 0), ('also', 0), ('arps', 0), ('similarly', 0), ('But', 0), ('again', 0), ('very', 0), ('in', 0), ('the', 0), ('background', 0), ('ducking', 0), ('away', 0), ('from', 0), ('the', 0), ('main', 0), ('basses', 1), ('and', 0), ('drums', 1), ('whenever', 0), ('possible', 0), ('They', 0), ('are', 0), ('heavily', 0), ('automated', 0), ('or', 0), ('sidechained', 0), ('-', 0), ('in', 0), ('and', 0), ('out', 0), ('at', 0), ('very', 0), ('carefully', 0), ('chosen', 0), ('places', 0), ('you', 0), ('only', 0), ('really', 0), ('hear', 0), ('them', 0), ('when', 0), ('there', 0), ('is', 0), ('no', 0), ('other', 0), ('element', 0), ('that', 0), ('they', 0), ('would', 0), ('distract', 0), ('from', 0), ('Another', 0), ('technique', 0), ('that', 0), ('totally', 0), ('can', 0), ('work', 0), ('Teminite', 0), ('does', 0), ('it', 0), ('all', 0), ('the', 0), ('time', 0), ('and', 0), ('the', 0), ('more', 0), ('Melodic', 0), ('Dubstep', 0), ('Virtual', 0), ('Riot', 0), ('tracks', 0), ('too', 0), ('is', 0), ('putting', 0), ('them', 0), ('in', 0), ('the', 0), ('same', 0), ('spot', 0), ('as', 0), ('the', 0), ('basses', 1), ('but', 0), ('only', 0), ('very', 0), ('briefly', 0), ('When', 0), ('you', 0), ('look', 0), ('at', 0), ('most', 0), ('Dubstep-related', 0), ('genres', 0), ('the', 0), ('drop', 0), ('is', 0), ('cleverly', 0), ('rotating', 0), ('3', 0), ('-', 0), ('5', 0), ('main', 0), ('elements', 0), ('over', 0), ('the', 0), ('underlying', 0), ('drum', 0), ('pattern', 0), ('They', 0), ('take', 0), ('turns', 0), ('in', 0), ('very', 0), ('quick', 0), ('succession', 0), ('it', 0), ('s', 0), ('rare', 0), ('that', 0), ('any', 0), ('single', 0), ('sound', 0), ('occupies', 0), ('the', 0), ('main', 0), ('stage', 0), ('even', 0), ('for', 0), ('a', 0), ('whole', 0), ('bar', 0), ('You', 0), ('can', 0), ('totally', 0), ('do', 0), ('that', 0), ('with', 0), ('chords', 0), ('too', 0), ('where', 0), ('you', 0), ('write', 0), ('a', 0), ('basic', 0), ('chord', 0), ('progression', 0), ('like', 0), ('you', 0), ('always', 0), ('would', 0), ('over', 0), ('the', 0), ('drum', 0), ('pattern', 0), ('And', 0), ('then', 0), ('instead', 0), ('of', 0), ('letting', 0), ('the', 0), ('chords', 0), ('play', 0), ('out', 0), ('and', 0), ('fill', 0), ('the', 0), ('sonic', 0), ('spectrum', 0), ('all', 0), ('the', 0), ('time', 0), ('like', 0), ('you', 0), ('would', 0), ('in', 0), ('most', 0), ('traditional', 0), ('music', 0), ('you', 0), ('cut', 0), ('out', 0), ('the', 0), ('interesting', 0), ('parts', 0), ('of', 0), ('the', 0), ('chord', 0), ('progression', 0), ('i', 0), ('e', 0), ('the', 0), ('important', 0), ('chord', 0), ('changes', 0), ('and', 0), ('you', 0), ('make', 0), ('as', 0), ('much', 0), ('room', 0), ('between', 0), ('them', 0), ('as', 0), ('possible', 0), ('but', 0), ('you', 0), ('leave', 0), ('the', 0), ('chord', 0), ('changes', 0), ('in', 0), ('there', 0), ('and', 0), ('build', 0), ('all', 0), ('the', 0), ('other', 0), ('bass', 1), ('sounds', 0), ('around', 0), ('the', 0), ('main', 0), ('progression', 0), ('Depending', 0), ('on', 0), ('the', 0), ('style', 0), ('and', 0), ('feeling', 0), ('you', 0), ('want', 0), ('to', 0), ('achieve', 0), ('the', 0), ('notes', 0), ('of', 0), ('the', 0), ('chord', 0), ('are', 0), ('again', 0), ('often', 0), ('not', 0), ('played', 0), ('out', 0), ('all', 0), ('at', 0), ('the', 0), ('same', 0), ('time', 0), ('but', 0), ('rather', 0), ('outlined', 0), ('by', 0), ('an', 0), ('arp', 0), ('or', 0), ('a', 0), ('very', 0), ('fast', 0), ('lead', 0), ('Apropos', 0), ('lead', 0), ('the', 0), ('last', 0), ('tip', 0), ('I', 0), ('want', 0), ('to', 0), ('give', 0), ('is', 0), ('EDM', 0), ('is', 0), ('all', 0), ('about', 0), ('production', 0), ('The', 0), ('sounds', 0), ('in', 0), ('EDM', 0), ('are', 0), ('usually', 0), ('heavily', 0), ('layered', 0), ('But', 0), ('you', 0), ('can', 0), ('pull', 0), ('of', 0), ('chords', 0), ('even', 0), ('while', 0), ('a', 0), ('mid-range', 0), ('bass', 1), ('sound', 0), ('is', 0), ('playing', 0), ('You', 0), ('just', 0), ('have', 0), ('to', 0), ('be', 0), ('very', 0), ('aware', 0), ('of', 0), ('where', 0), ('you', 0), ('place', 0), ('notes', 0), ('sonically', 0), ('Taking', 0), ('a', 0), ('modern', 0), ('EDM', 0), ('drop', 0), ('and', 0), ('throwing', 0), ('a', 0), ('huge', 0), ('Pad', 0), ('on', 0), ('there', 0), ('that', 0), ('plays', 0), ('supporting', 0), ('chords', 0), ('usually', 0), ('won', 0), ('t', 0), ('work', 0), ('The', 0), ('pad', 0), ('sonically', 0), ('fights', 0), ('with', 0), ('the', 0), ('main', 0), ('elements', 0), ('Instead', 0), ('You', 0), ('will', 0), ('have', 0), ('to', 0), ('spread', 0), ('the', 0), ('notes', 0), ('of', 0), ('your', 0), ('chord', 0), ('over', 0), ('the', 0), ('whole', 0), ('instrumentation', 0), ('similar', 0), ('to', 0), ('if', 0), ('you', 0), ('re', 0), ('writing', 0), ('for', 0), ('multiple', 0), ('instruments', 0), ('in', 0), ('an', 0), ('orchestra', 0), ('d', 0), ('So', 0), ('you', 0), ('can', 0), ('let', 0), ('the', 0), ('sub', 0), ('play', 0), ('one', 0), ('note', 0), ('put', 0), ('one', 0), ('note', 0), ('in', 0), ('the', 0), ('lower', 0), ('bass', 1), ('register', 0), ('Another', 0), ('one', 0), ('or', 0), ('two', 0), ('in', 0), ('the', 0), ('mid-rangey', 0), ('bass', 1), ('and', 0), ('one', 0), ('or', 0), ('two', 0), ('notes', 0), ('in', 0), ('the', 0), ('very', 0), ('high', 0), ('layers', 0), ('of', 0), ('a', 0), ('sound', 0), ('One', 0), ('of', 0), ('those', 0), ('being', 0), ('the', 0), ('lead', 0), ('like', 0), ('sound', 0), ('that', 0), ('is', 0), ('often', 0), ('layered', 0), ('in', 0), ('This', 0), ('voice', 0), ('usually', 0), ('lends', 0), ('itself', 0), ('very', 0), ('well', 0), ('to', 0), ('the', 0), ('spiciest', 2), ('note', 0), ('in', 0), ('the', 0), ('chord', 0)]"
